x,y
1.5151515151515156,2.7218258841514738
1.7171717171717162,-0.49177537342877553
1.9191919191919187,3.6302927746349702
2.121212121212121,8.946438861863612
2.3232323232323235,3.9333692622739838
2.525252525252524,4.69563692280767
2.7272727272727266,4.317389575992586
2.929292929292929,6.772716173115529
3.1313131313131315,6.491004134097324
3.333333333333334,7.268015900415898
3.5353535353535346,5.804964990784449
3.737373737373737,7.991335465184056
3.9393939393939394,7.08643318298005
4.141414141414142,8.10203254224607
4.3434343434343425,7.967183078120449
4.545454545454545,9.234346632298484
4.747474747474747,8.73954536382191
4.94949494949495,13.062922127017561
5.1515151515151505,9.598181191160528
5.353535353535353,8.858668908795256
5.555555555555555,11.541184909359213
5.757575757575758,12.072401376745367
5.9595959595959584,10.393099004130052
6.161616161616163,9.744119262890788
6.363636363636363,15.03918144068869
6.565656565656564,12.285919819581878
6.767676767676768,11.290280940177512
6.969696969696969,11.157292933662779
7.171717171717173,13.437387938331943
7.373737373737374,11.682297568439365
7.575757575757574,14.109746718979144
7.777777777777779,12.575196667729223
7.979797979797979,15.709781634585381
8.18181818181818,11.270628053309633
8.383838383838384,15.13732158114552
8.585858585858585,16.417218757291323
8.787878787878789,17.504253871417056
8.98989898989899,14.388246654643847
9.19191919191919,13.73270931045207
9.393939393939394,15.245626909572216
9.595959595959595,19.49276680549673
9.7979797979798,18.738160317546814
10.0,18.33501836032156
-1.0,-5.338859763057648
-0.9090909090909091,-7.249707551734568
-0.8181818181818181,-6.875239720548478
-0.7272727272727273,-8.309713811917723
-0.6363636363636364,-5.483185972267188
-0.5454545454545454,-7.518055255324404
-0.4545454545454546,-6.867680650884093
-0.36363636363636365,-9.45654288054294
-0.2727272727272727,-5.945496332295944
-0.18181818181818177,-6.932296707691601
-0.09090909090909083,-6.990772395101755
0.0,-4.096736057656264
0.09090909090909083,-4.547107789696487
0.18181818181818188,-4.522938190256445
0.2727272727272727,-5.994157567899959
0.36363636363636376,-2.926645178215342
0.4545454545454546,-4.706278004605808
0.5454545454545454,-4.907205044612785
0.6363636363636365,-5.8665833185206075
0.7272727272727273,-4.324185905899777
0.8181818181818183,-1.475860041913755
0.9090909090909092,-2.3755922607117705
1.0,-3.2194617749002097
1.0909090909090908,-5.619758722996701
1.1818181818181817,-1.2693541003550595
1.272727272727273,-1.3842718546888597
1.3636363636363638,1.1437496450184335
1.4545454545454546,-0.7942849010892343
1.5454545454545454,3.06225419369274
1.6363636363636362,2.688664299404314
1.7272727272727275,-1.14402102544725
1.8181818181818183,1.0703387422329695
1.9090909090909092,-0.16298034695752617
2.0,1.7434249706341358
2.090909090909091,0.3508971960753111
2.181818181818182,4.441124318193167
2.272727272727273,-2.626236530381349
2.3636363636363638,2.744711434199063
2.4545454545454546,6.686637282370267
2.5454545454545454,2.5931813860064725
2.6363636363636367,2.886892265315004
2.7272727272727275,1.912500083221199
2.8181818181818183,1.040949342775073
2.909090909090909,5.776766069655659
3.0,4.01925309818996
3.090909090909091,1.3115812770154518
3.1818181818181817,6.105158426315626
3.2727272727272725,4.1871266359162655
3.3636363636363633,2.7950343400735775
3.454545454545455,5.3179797365525125
3.545454545454546,4.033383293924603
3.6363636363636367,5.458716827417805
3.7272727272727275,7.250279923120147
3.8181818181818183,4.342880101203279
3.909090909090909,5.640909238711111
4.0,6.743437346820569
4.090909090909091,8.378746617174158
4.181818181818182,8.899791459618527
4.2727272727272725,6.981499115154091
4.363636363636364,10.504515201587113
4.454545454545455,10.805129306489265
4.545454545454546,5.346194452639622
4.636363636363637,9.492649225276988
4.7272727272727275,8.417987719861667
4.818181818181818,13.87412002487643
4.909090909090909,4.529150680718085
5.0,7.308814325776421
5.090909090909091,5.475436004567234
5.181818181818182,8.722602030453878
5.2727272727272725,7.04671326924317
5.363636363636364,12.244953566524927
5.454545454545455,9.568876380623028
5.545454545454546,10.473326078049885
5.636363636363637,9.868420011569992
5.7272727272727275,9.545886634299958
5.818181818181818,12.48253085820593
5.909090909090909,12.743217612744234
6.0,14.09389595843352
6.090909090909091,13.266218290616294
6.181818181818182,12.236257358649256
6.272727272727273,12.951978625168925
6.363636363636364,13.029577296419108
6.454545454545455,9.136086618652858
6.545454545454546,11.606528223905443
6.636363636363637,12.865294970751316
6.7272727272727275,15.186806026653453
6.818181818181818,12.447166664924254
6.909090909090909,17.565151319157515
7.0,17.32983985473561
7.090909090909092,16.49714992830153
7.181818181818182,15.767372580302412
7.272727272727273,15.881541684691971
7.363636363636363,13.339994565978902
7.454545454545455,18.666338869770534
7.545454545454545,14.747710452060343
7.636363636363637,14.804412443024345
7.727272727272727,17.114064125657322
7.818181818181818,14.972156450253117
7.90909090909091,20.597234391468337
8.0,18.247760884071905
